,Title,Authors,Topic,Category,Fiscal Year,Date Published,Abstract,URL,DatascopeTopic,DatascopeSubtopic,country
97,Toward an Innovative Poland: The entrepreneurial discovery process and business needs analysis,World Bank Group,,Entrepreneurship,2016,2015-12-01 00:00:00,"Poland is the European growth champion. Since 1989, it has more than doubled its gross domestic product (GDP) per capita, coming in ahead of all European peers. It was the only EU economy to avoid the 2008–2009 global financial crisis. It has also grown faster than all its global peers, including the so-called Asian Tigers. Quality of life improved in tandem. Poland has never done so well before. It is now entering its new Golden Age. But past success does not guarantee future success. With only two-thirds of the level of income of the euro zone, Poland is still far from full convergence with the West. Although midterm growth prospects are positive, becoming a fully developed economy will be a challenge: only a few countries in the past have succeeded in doing so, including Japan, Singapore, Taiwan, South Korea, and Ireland. Poland's longer-term growth prospects will depend on its ability to further reform higher education, stem demographic decline, and—above all—enhance innovation.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=26427439,Trade,Competition and Competition Policy,
98,Technical Measures to Trade in Central America,Jose Daniel Reyes; Sinead Kelleher,Trade,Trade policy,2015,2015-12-01 00:00:00,"Despite the widespread tariff reductions sparked by the Dominican Republic-Central America Free Trade Agreement, borders in the region remain thick, with many hurdles standing in the way of regional trade. Although anecdotal evidence suggests that nontariff measures raise trade costs and inhibit trade in the region, little is known about the magnitude of these economic effects. This paper uses a newly collected data set to quantify the incidence of sanitary and phytosanitary measures and technical barriers to trade in the region and benchmarks it with other parts of the world. The results indicate that the Central American region has the lowest prevalence of technical nontariff measures in the world. However, there is significant heterogeneity of trade-related regulations in Central America; for instance, 48 percent of Salvadoran imports are subject to at least one nontariff measure, compared with just 16 percent of Honduran imports. The paper estimates the impact of these technical measures on border prices and finds that the price impact of sanitary and phytosanitary measures is equivalent to an ad-valorem tariff of 11.6 percent. This price-rising effect is further investigated by looking in detail at the impact of sanitary and phytosanitary measures on the prices of beef, chicken meat, bread, and dairy products in Guatemala. The impact is estimated to be equivalent to an ad-valorem tariff of 68.4 percent, 51.4 percent, 22.0 percent, and 5.0 percent, respectively. The paper shows that efforts to streamline key sanitary and phytosanitary measures affecting these products by, for example, reducing the cost and time required to obtain sanitary registries, would likely reduce the Guatemalan urban extreme poverty rate from 5.07 percent to 4.91 percent.",https://openknowledge.worldbank.org/handle/10986/18359,Innovation; Trade,Entrepreneurship; Competition and Competition Policy,
99,FIAS 2015 Annual Review,World Bank Group,Investment Climate,Business environment; Competition policy,2016,2015-11-01 00:00:00,"In the early years, facility for investment climate advisory services (FIAS) was the only part of the Bank Group fully dedicated to investment climate reform. As FIAS-supported work drew from the resources and expertise of the World Bank and Multilateral Investment Guarantee Agency (MIGA), in addition to International Finance Corporation (IFC), the FIAS program became the only tripartite World Bank Group operational entity. The focus of FIAS-supported work shifted from diagnostics to the design of solutions and implementation of reforms. A key part of this success was the ability to leverage and collaborate with IFC field-based advisory services, World Bank lending programs, and MIGA technical assistance activities. FIAS-supported investment climate work has strong links to the efforts of developing countries to improve their ranking in the World Bank Group's annual doing business reports. The FIAS story continues with the approach of the FY17-21 strategy cycle. Extensive planning undertaken by trade and competitiveness global practice (T and C) in FY15, in consultation with donors, has led to a robust proposal now going through final review and approval. The strategy envisions a broader FIAS mandate supported by one of the only two global practices that encompasses both World Bank and IFC elements.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?nodeid=25864769,Investment; Investment,Entry and Investment; Risk and Policy Uncertainty,Kyrgyz Republic
100,Investment climate in Kyrgyz Republic:  views of foreign investors - results of the survey of foreign investors: operating and non-operating,T&C ECA Team,Investment Climate,FDI; Investment policy,2016,2015-11-01 00:00:00,"The World Bank Group’s investment climate project conducted a survey of foreign investors in the Kyrgyz Republic - both those currently operating and those that have terminated their operations for various reasons. The purpose of the survey was to assess selected aspects of the investment policy and legal environment in place in the Kyrgyz Republic, so as to determine whether the current regulations are investment-conducive or otherwise. The following aspects were studied as part of this survey: reasons for selecting a country for investing, ease of market entry, investor confidence, and protection in running a business, investor incentives and market exit. This report presents the analysis of the results of the survey. It consists of six sections, five of which discuss the results of each of the assessed aspects of the investment policy. The sixth section presents some demographics of the survey.",https://openknowledge.worldbank.org/handle/10986/23822,Trade,Competition and Competition Policy,Kenya
101,Unlocking growth potential in Kenya : dismantling regulatory obstacles to competition,World Bank Group,Trade,Competition policy,2015,2015-11-01 00:00:00,"Kenya's business environment has been weakening over recent years and this has limited the private sector's ability to grow, create jobs, and contribute to economic development. Competitive domestic markets are necessary to boost Kenya's competitiveness. There are two pillars that sustain effective competition policy: (i) opening markets and removing anticompetitive regulation; and (ii) effectively enforcing competition law. The main focus of this report is the identification of regulations that could restrict competition and distort markets and business decisions, having a negative effect on Kenya's competitiveness and growth. This report contains results from a review of the regulatory framework in key areas identified using Organisation for Economic Co-operation and Development's (OECD) Product Market Regulation (PMR) indicators, the World Bank Group's framework to identify anticompetitive regulations, and interviews with stakeholders. This report is concerned only with certain regulations that affect market competition in select sectors and topical areas. The report stems from the policy dialogue with various Kenyan institutions, supported by the Kenya Investment Climate Program. This report contains three parts. Part one identifies restrictive regulations that affect the whole economy, while Part two focuses on select sectors. Part three provides policy recommendations to promote greater competition in Kenyan markets through the assessment and modification of regulations that create obstacles to competition. It also provides estimates of the potential benefits of reforming product market regulations.",https://hubs.worldbank.org/docs/imagebank/pages/docprofile.aspx?sq=%7B%22k%22%3A%22unlocking%20potential%20growth%20in%20Kenya%22%2C%22rf%22%3A%5B%5D%2C%22pg%22%3A1%2C%22sb%22%3A%22Rank%22%2C%22so%22%3A%221%22%2C%22pr%22%3A%2210%22%2C%22dt%22%3A%5B%5D%2C%25,Trade; Trade; Innovation,Trade Outcomes; Competition and Competition Policy; Entrepreneurship,
102,Inclusive Global Value Chains - Policy Options in Trade and Complementary Areas for GVC Integration by Small and Medium Enterprises and Low-Income Developing Countries ,World Bank Group; Organisation for Economic Co-Operation and Development,Trade,GVCs; Trade policy; SMEs,2016,2015-10-01 00:00:00,"This reports focus is making global value chains (GVCs) more inclusive. This is achieved by overcoming participation constraints for Small and Medium Enterprises (SMEs) and facilitation access for Low Income Developing Countries (LIDCs).The two major points of this report are 1) participation in GVCs is heterogeneous and uneven, across and within countries and 2) available data and survey-based evidence suggest that SME participation in GVCs is mostly taking place through indirect contribution to exports, rather than through exporting directly.",https://openknowledge.worldbank.org/handle/10986/22935,Investment,Risk and Policy Uncertainty,
103,The Impact of Investment Policy in a Changing Global Economy: A Review of the Literature,Roberto Echandi; Jana Krajcovicova; Christine Zhenwei Qiang,Investment Climate,Investment policy,2016,2015-10-01 00:00:00,"Evidence shows that foreign direct investment can provide many benefits to host countries, including productivity improvements, better jobs, and knowledge transfer. Further, it can serve as a vehicle for transformation of domestic production and better integration with global value chains. Nonetheless, these benefits are not automatic. Investment policies are required to maximize the potential gains of foreign direct investment. One challenge is that there are different kinds of foreign direct investment, and each may have different economic, social, and environmental impacts. However, the literature analyzing foreign direct investment often tends to swing from an extremely case-specific focus — analyzing experiences in one particular country in a single sector during a given period — to lumping together the analysis as if it was a homogenous phenomenon. Investment policy formulation requires a framework sophisticated enough to differentiate between the various kinds of foreign direct investment, as well as potential challenges and benefits for development. It must also be simple enough to enable governments to organize and prioritize the multiple and complex variables affecting the maximization of investment benefits. This paper presents an overview of the literature on the impact of foreign direct investment. The paper argues that a logical framework is needed to organize existing evidence from research to fill gaps in the literature and make existing evidence more useful in targeting policy making.",https://openknowledge.worldbank.org/handle/10986/22859,Trade,Trade Facilitation,
104,"Unlocking trade for low-income countries : report of the trade facilitation facility, 2009-2015 ",Dominique Njinkeu; Olivier Hartmann,Trade,Trade facilitation/ logistics,2016,2015-10-01 00:00:00,"The trade facilitation facility (TFF) was launched to help low-income countries improve their competitiveness by reducing the costs of engaging in international trade, thus supporting their efforts to reduce poverty and achieve the millennium development goals. This report summarizes the outcomes of the TFF between its establishment in 2009 and its end in 2015. The report highlights and reviews the accomplishments and lessons learned of TFF; it also discusses and reflects the perspective of task team leaders and relevant World Bank Group officials on the Bank Group’s continuing work in the trade facilitation sphere. The report presents results of TFF-funded activities and programs managed by staff from a large cross section of Bank Group sectors, including transport, agriculture, governance (customs), international trade, and private sector development. The report is organized as follows: chapter one give introduction. Chapter two provides an overview of the TFF portfolio. Chapter three looks at TFF as enabler of deepening regional integration, highlighting some of the facility’s accomplishments from a geographic and thematic perspective, particularly the extent to which TFF complemented Bank infrastructure operations and nurtured progress on trade facilitation instruments that countries and regional economic communities (RECs) have adopted but failed to implement. Chapter four, expanding thematic insights, addresses conceptual themes in trade facilitation. Chapter five, conclusions and contributions, sums up the areas in which TFF has contributed to moving the regional and multilateral trade facilitation agenda.",https://openknowledge.worldbank.org/handle/10986/23652,Investment; Innovation; Trade,Entry and Investment; Entrepreneurship; Trade Outcomes,
105,"APEC: Connecting the Dots Between International Trade and Investment Regulation, Investment Climate Reform and Development",Roberto Echandi and T&C Investment Policy and Promotion team,Investment Climate,FDI; SMEs; GVCs,2016,2015-10-01 00:00:00,"This book aims to stimulate thought and discussion on a number of important issues relating to foreign direct investment (FDI). Each chapter is written by an expert or experts in the field, and each can stand alone in the perspectives it offers on FDI issues. However, taken together, a number of key themes emerge, reflecting policy issues which impact businesses in making FDI and which are being grappled with by government negotiators and regulators. The themes reflect many of the issues under constant consideration by APEC and raised by the APEC Business Advisory Council in its recommendations to APEC economy leaders. These issues – the need for continuing trade and investment liberalisation, the need for policy openness, the need to build effective global value chains and enhance supply chain connectivity, the need to integrate services through the region and to accelerate and facilitate infrastructure investment, and the need to support SMMEs in their development – are all touched on in this book.",http://mams.rmit.edu.au/cwgz1keqt2r8.pdf,Sectors,Manufacturing,Kenya
106,Furniture Industry in Kenya: Situational Analysis and Strategy ,"Helsinki, Creapo Oy; Ahveninen, Harri; Nganga, Stephen Irura; Muga, Meshack Odera; Mogollon, Maria Paulina; Dowdall, Georgia Frances Isabelle; Manji, Farah Noorali Mohan; ",Competitive Sectors,Manufacturing/Services,2016,2015-10-01 00:00:00,"The Government of Kenya recognizes that the performance of the furniture sector is crucial both to employment and growth in the country. The Ministry of Industrialization and Enterprise Development (MOIED) therefore requested an analysis of both the furniture and timber sectors, in order to understand their current state of development, their main constraints, and the interventions necessary to accelerate their growth. The objective of this report is to provide a comprehensive value-chain analysis of the Kenyan furniture industry, including the timber sub-sector, in order to assess policy options available to the MOIED and recommend critical interventions to stimulate the industry’s development. By situating Kenya’s furniture industry within the global and regional context, this paper also aims to identify ways in which to boost Kenya’s competiveness in the East African markets and beyond. The analysis in this report is largely focused on the wooden furniture sector (versus plastics, composites, and other furniture). The bulk of Kenya’s furniture industry is focused on wood, and Kenya has a competitive advantage in wood relative to South Africa, Asian countries, and Europe, which have very competitive value chains in furniture made from other materials.",https://openknowledge.worldbank.org/handle/10986/22973,Investment; Trade,Entry and Investment; Competition and Competition Policy,
107,Deep Trade Agreements and Vertical FDI: The Devil is in the Details ,Alberto Osnago; Nadia Rocha; Michele Ruta,Trade,FDI; Trade policy,2016,2015-10-01 00:00:00,"Recent data show that the institutional content of preferential trade agreements has evolved over time. Although pre-1990s preferential trade agreements mostly focused on tariff liberalization, recent agreements increasingly contain deep provisions in diverse areas, such as intellectual property rights, investment, and standards. At the same time, there has been a remarkable increase in the internationalization of production through foreign direct investment and outsourcing. This paper employs the Antràs and Helpman (2008) model of contractual frictions and global sourcing to study how deep trade agreements affect the international organization of production. The paper constructs new measures of the depth of preferential trade agreements and of vertical foreign direct investment to test the theory. Consistent with the model, the analysis finds evidence that the depth of trade agreements is correlated with vertical foreign direct investment, and that this is driven by the provisions that improve the contractibility of inputs provided by suppliers, such as regulatory provisions. Because this implication of the model is specific to the so-called “property rights” theory of the multinational firm, the findings provide empirical support to this approach vis-à-vis alternative theories of firm boundaries.",https://openknowledge.worldbank.org/handle/10986/22885,Trade,Trade Outcomes,Uruguay
108,Uruguay Trade Competitiveness Diagnostic,Alberto Portugal; Jose-Daniel Reyes; Gonzalo Varela,Trade,Exports,2016,2015-10-01 00:00:00,"As a small economy, Uruguay’s growth and poverty reduction prospects are closely related to its performance in international markets. This report analyzes export dynamics in Uruguay over the period 2000-2013, benchmarking them against relevant comparator countries. It looks at export outcomes through four different dimensions of export performance: (1) the evolution, composition, and growth orientation of the country’s export basket; (2) the degree of diversification across products and markets; (3) the level of sophistication and quality; and (4) the survival rate of export relationships. The report offers a number of hypotheses for an in-depth competitiveness diagnostic of Uruguay’s external sector, as well as policy recommendations to increase integration and to gain from it. In addition to the real depreciation of the peso that followed the crisis, the international prices of Uruguay’s main export products soared. This stimulated investment in technological improvements in the production of these natural-resource-intensive products. Section one analyzes the macroeconomic environment in which exporters operate in Uruguay during the period of analysis. Section two looks at level, growth, composition, and market share performance of Uruguay’s exports, as well as the country’s main trading destinations. Section three focuses on the diversification of products and markets, considering several measures of concentration, including the share of top five products and markets in exports, and the Hirschman-Herfindahl index for Uruguay’s export portfolio. Sections four and five address quality and sophistication and survival, respectively.",https://openknowledge.worldbank.org/handle/10986/23349,Sectors; Innovation,Manufacturing; Reform Progress,
109,La Innovación y la Nueva Economía de Servicios en América Latina y el Caribe: Retos e Implicaciones de Política,"Diego Aboal; Elena Arias Ortiz; Gustavo Crespi; Paula Garda; Alejandro Rasteletti; Luis Rubalcaba; Maren Vairo; Fernando Vargas
",,Manufacturing/Services; Productivity,2016,2015-10-01 00:00:00,"This book analyzes the economy and productivity of the service market in Latin America and the Caribbean; its determinants and obstacles for innovation; the links between innovation and productivity; and the reference framework to carry out this innovation. 
Today, the service economy is responsible for more than 60% of jobs and GDP in LAC; however, the slow pace of productivity in the sector has represented a major obstacle for productivity growth in the region. 
Innovation in services is particularly necessary and the expansion of programs that support innovation and productivity growth in this sector requires a deeper understanding of the processes and policies needed for their development.
",https://publications.iadb.org/handle/11319/7273,Trade; Trade,Trade Outcomes; Trade Outcomes,
110,Depreciations without Exports? Global Value Chains and the Exchange Rate Elasticity of Exports ,Swarnali Ahmed; Maximiliano Appendino; Michele Ruta,Trade,GVCs; Exports,2016,2015-09-01 00:00:00,"This paper analyzes how the exchange rate elasticity of exports has changed over time and across countries and sectors, and how the formation of global value chains has affected this relationship. The analysis uses a panel framework covering 46 countries over the period 1996-2012, and first finds evidence that the elasticity of manufacturing export volumes to the real effective exchange rate has decreased over time. The paper then examines whether the formation of supply chains has affected this elasticity using different measures of global value chain integration. Intuitively, as countries are more integrated in global production processes, a currency depreciation only improves the competitiveness of a fraction of the value of final goods exports. In line with this intuition, the analysis finds evidence that the rise of participation in global value chains explains on average 40 percent of the fall in the elasticity, and that corrections of the real effective exchange rate for participation in global value chains do not present the same decreasing pattern in elasticity.",https://openknowledge.worldbank.org/handle/10986/22440,Trade; Investment,Competition and Competition Policy; Risk and Policy Uncertainty,
111,Low-income Developing Countries and G-20 Trade and Investment Policy ,World Bank Group,Trade,Trade policy; Investment policy,2016,2015-09-01 00:00:00,"This background paper provides information on the study of the Group of 20 (G-20) and challenges faced by low-income developing countries (LIDCs). The study analyzes LIDCs development challenges and how G-20 economic policies can be coordinated so they can contribute to creating an enabling environment for their development. The focus of the paper is the role that trade and investment policies of G-20 countries play in this context. The paper is composed of three parts 1) the characteristics of LIDCs integration in the world economy, 2) the evolution of G-20 policies that affect LIDCs integration, and 3) the potential for changes in the G-20 trade and investment policy landscape to benefit LIDCs.",https://openknowledge.worldbank.org/handle/10986/22937,Investment; Investment,Entry and Investment; Risk and Policy Uncertainty,
112,Investment Incentives Toolkit,Roberto Echandi and T&C Investment Policy and Promotion team,Investment Climate,FDI; Investment policy,2016,2015-09-01 00:00:00,"The Investment Incentives Toolkit is aimed to help World Bank Group staff, policymakers and practitioners in developing and developed countries adopt a holistic approach to the design, rationalization and improvement of a country’s regime of investment incentives.  It provides comprehensive, useful resources and practical tools to help governments assess whether or not their incentive policies adhere to good practices in incentives design and are providing the expected results in terms of achieving the desired policy objectives. Over four modules, the toolkit provides a step-by-step guide, access to a range of practical tools, relevant case studies on reforms and on best practices, and links to further reading and resources.",http://globalpractices.worldbank.org/trade/Pages/SitePages/IPP-Toolkit-Incentives.aspx,Investment; Investment,Entry and Investment; Risk and Policy Uncertainty,
113,Investment Entry Toolkit,Roberto Echandi and T&C Investment Policy and Promotion team,Investment Climate,FDI; Investment policy,2016,2015-09-01 00:00:00,"The purpose of this Investment Entry Toolkit is to help anyone interested in the topic to explore, design and implement investment policy projects that deal with entry of foreign investors. Over four modules, the Toolkit provides access to a range of practical tools, relevant case studies on reforms and on best practices, and links to further reading and resources.
The Toolkit starts by explaining what barriers to investment entry are and why reducing these barriers should be an important component of improving the investment climate in a country. It then empowers reformers with a set of tools to assess the current range of entry barriers that might impact investment, identify options for reform, develop and implement those reforms, and monitor and evaluate their effectiveness. 
",http://globalpractices.worldbank.org/trade/Pages/SitePages/IPP-Toolkit-Entry.aspx,Investment; Investment,Entry and Investment; Risk and Policy Uncertainty,
114,Investment Protection Toolkit,Roberto Echandi and T&C Investment Policy and Promotion team,Investment Climate,FDI; Investment policy,2016,2015-09-01 00:00:00,"The Investor Protection Toolkit starts by explaining what is investor protection and why strengthening investor protection should be an important component of improving the investment climate in a country. It then empowers reformers with a set of tools to assess the current investor protection framework, identify options for reform, develop and implement those reforms, and monitor and evaluate their effectiveness. Over four modules, the Toolkit provides access to a range of practical tools, relevant case studies on reforms and on best practices, and links to further reading and resources. For more information on how the Toolkit was developed, see About toolkit section.",http://globalpractices.worldbank.org/trade/Pages/SitePages/IPP-Toolkit-Protection.aspx,Investment; Investment,Entry and Investment; Risk and Policy Uncertainty,
115,Investment Reform Map Toolkit,Roberto Echandi and T&C Investment Policy and Promotion team,Investment Climate,FDI; Investment policy,2016,2015-09-01 00:00:00,"Investment Policy is a complex subject that engages numerous stakeholders and raises a broad range of economic, social and environmental issues. To address these issues policymakers require a combination of in-depth knowledge, political awareness, economic analysis and technical skill. Therefore, countries can benefit from a logical framework that will do two things:
•To help focus the government's discussion on relevant investment policy issues;
•To help the government to set priorities for reform that reflect the country's needs; and
•To help translate the country's investment vision into an agenda for concrete actions in the short term. 
",http://globalpractices.worldbank.org/trade/Pages/SitePages/IPP-Toolkit-IRM.aspx,Sectors,Manufacturing,Kenya
116,"Kenya Apparel and Textile Industry: Diagnosis, Strategy and Action Plan","Konishi, Yasuo; Mogollon, Maria Paulina; Adamali, Aref; Ramakrishnan, Karuna; Barma, Mustansir; ",Competitive Sectors,Manufacturing/Services,2016,2015-09-01 00:00:00,"Kenya’s textile and apparel sector has the potential to play a key role in anchoring the country’s deeper movement into middle income status and in serving as a source of gainful employment for its fast growing, young population. As a manufactured good, it offers opportunities for increased value capture and streamlined trade logistics and for the building of skills and experience from the factory floor to management level. Based on these foundations, it therefore serves as a potential gateway to other manufactured goods, offering opportunities for Kenya to capture an increasing share of global trade and to advance economic diversification. The report is structured as follows: chapter two describes global and regional market trends in textile and apparel. Chapter three reviews the evolution, growth, and performance of the apparel sector in Kenya and then analyzes the sector in terms of markets, products, and stakeholders. Chapter four focuses on Kenya’s performance in terms of relevant macro indicators and highlights the critical constraints faced by apparel manufacturers and exporters in Kenya. Chapter five concludes with recommendations. Where possible, chapters end with a summary of key points and conclusions.",,Sectors,Manufacturing,Kenya
117,"Kenya Leather Industry : Diagnosis, Strategy, and Action Plan",World Bank Group,Competitive Sectors,Manufacturing/Services,2016,2015-09-01 00:00:00,"In 2014, Kenya’s Ministry of Industrialization requested technical assistance from the World Bank to conduct competitiveness assessments and develop competitiveness strategies for four key industries: textiles and apparel, food processing, furniture, and leather and leather products. In the context of Kenya’s long-term vision to become an industrialized middle-income country by 2030, its leather and leather products sector offers an important opportunity for industrialization and diversification of exports. The development of the sector involves improving the raw material base (especially the quality of hides and skins), boosting the tanning subsector, producing leather goods, and marketing. Key strategic questions about the leather industry include: what is the status of development of the industry, what are the most critical competitiveness challenges and opportunities, what are the most are promising leather products that Kenya should focus on moving forward, and how can support be increased to value addition and exports by upgrading production processes, technology, marketing, and branding of leather products. The basic research methodology followed a standard approach of gathering existing reports and data, and interviewing a wide range of local and international experts. To increase the competitiveness of the leather industry and accomplish the product market objectives, strategies, and actions are recommended in this report and grouped according to a framework, which consists of three key strategies: promote the dynamic restructuring of the leather industry; increase access to markets and induce greater demand for Kenyan leather and leather products; and build quality and standards.",https://openknowledge.worldbank.org/handle/10986/22779,Sectors,Tourism,Maldives
118,Maldives: Identifying Opportunities and Constraints to Ending Poverty and Promoting Shared Prosperity,World Bank Group,All Global Themes,Tourism,2016,2015-09-01 00:00:00,"Maldives is an island nation scattered in the Indian Ocean comprising 1,190 small coral islands of which 190 are inhabited by a local population of 341,000. Maldives’ unique archipelagic coral island provides the country with an extremely rich and diverse marine ecological system. With more territorial sea than land, marine resources have played a vital role shaping the contours of economic development, with nature-based tourism being the key driver of economic growth and fisheries an important sector of employment for the local population. Maldives developed a successful high-end tourism sector, whose sizeable rents have been redistributed to the population to address its development challenges. This systematic country diagnostic for Maldives aims at identifying the most critical constraints and opportunities facing the country as it works towards promoting sustainable growth, reducing poverty and boosting shared prosperity. In addition to serving as a public good for the government, civil society, research and academic community, and local and international development partners, the findings of the SCD will be used as key inputs in the preparation of the WBG strategy, the Country Partnership Framework, which will outline how the Bank Group’s engagement in Maldives can best contribute towards achieving the twin goals.",https://openknowledge.worldbank.org/handle/10986/23118,Economy,Economic and Social Context,
119,Internationalizing Sub-Saharan Africa's Education and Health Services,Nora Dihel; Arti Grover Goswami,Trade,Health/ Education/ Energy,2015,2015-09-01 00:00:00,"This paper summarizes the nature and determinants of trade in education and health services in a selected group of countries in Eastern and Southern Africa, using a combination of quantitative and qualitative methods. The paper presents results from new, innovative data collection methods, such as crowdsourcing, to shed some light on the magnitude, determinants, and restrictions on intra-African trade in education and health services. Assessments of trade and regulatory barriers, based on results from regulatory surveys conducted in selected East African countries, and case studies of success stories and less favorable experiences are then used to develop policy recommendations for using trade and regional integration more strategically to improve outcomes in education and health. The analysis shows that to turn these sectors around, policy action is required in the areas of education, domestic regulation, trade policy, labor mobility, and information and communications technologies at the national and international levels. To retain some of the scarce health workers in the region and enhance the region’s competitiveness in providing education and health services, African countries should allow for freer mobility of teachers and health care professionals.",https://openknowledge.worldbank.org/handle/10986/22794,Innovation,Entrepreneurship,Bosnia and Herzegovina
120,Closing the Licensing and Permit Regulatory Implementation Gap at the Sub-national Level in Bosnia and Herzegovina ,Tarik Sahovic; Victoria Tetyora; Imeldin Radaslic,Investment Climate,Business regulation,2016,2015-08-01 00:00:00,"Bosnia and Herzegovina (BiH) is classified as a Fragile and Conflict-Affected State. It has a complex government structure which is plagued with significant political turmoil each election cycle. BiH comprises the national (federal) level government, and two entities, the Federation BiH, Republika Srpska (RS), and Brcko District, all of which have strong legislative powers aff ecting day-to-day business operations. The Federation BiH is further divided into 10 cantons, each with their own government and legislative powers, although ultimately they are governed by the laws of the Federation BiH. Both the Federation BiH and RS are further subdivided into 143 cities and municipalities, each with their own municipal councils. Such a complex structure gives rise to overlapping competencies, conflicting legislative provisions, and a regulatory implementationgap at the sub-national level. The aim of this paper is to analyze and describe the approach, process and tools used by the team in identifying the problem of ambiguity in the text and the inconsistency of application of the same legislation across several BiH jurisdictions; and how the team’s decisions, activities and actions contributed to and influenced the results, that is to say in closing the regulatory implementation gaps at the sub-national level. The study also revealed the causal effect of the team’s efforts in terms of enabling the private sector to realize real benefits from the implemented reforms. The study consists of four parts. The first part details how the team identified the existence of a regulatory implementation gap and its causes. The second part analyses and describes the process of addressing the specific regulatory implementation gap identified in part one. The third part provides details of the process of the regulatory simplification the team used to address the regulatory implementation gap across jurisdictions, and to link these reforms with a reduction of the administrative burden and increased transparency. Finally, the study also distills the lessons learned during this process that may be relevant for similar situations and environments elsewhere in the future. Part four cites those lessons.",https://openknowledge.worldbank.org/handle/10986/22479,Innovation; Innovation,Entrepreneurship; Entrepreneurship,
121,Investment Climate in Africa ,David Bridgman; Aref Adamali,Investment Climate,Business environment; SMEs,2016,2015-07-01 00:00:00,"The World Bank Group has been working on investment climate reform in Sub-Saharan Africa for nearly a decade, a period characterized by dramatic economic growth on the continent. Establishing links between such reform interventions and economic growth, however, is a complex problem. Although this note finds some connection between investment climate reform and economic growth, establishing more concrete evidence of causation will require greater focus at the country level, as well as on small and medium enterprises. This is where investment climate interventions generate change.",https://openknowledge.worldbank.org/handle/10986/23484,Trade,Trade Facilitation,
122,The Security and Trade Facilitation Nexus: Options for South Asian Countries,Clay Kerswell; Charles Kunaka,Trade,Trade facilitation/ logistics,2016,2015-07-01 00:00:00,"Depending on the nature of the threat and the type of transaction and transport, the ability to profile risk and the type of potential risk-mitigation intervention will be different. If the predominant risk is economic (undervaluation, for instance), a certain set of transactional data can help profile and identify high-risk targets. In such cases, physical inspection responses will be not be as effective as conducting post-transaction auditing as the main compliance strategy. Supply-chain security is based on the understanding that industry has an equally strong financial interest in the security and visibility of goods, and is generally better placed to recognize what is normal behavior as goods move through the supply chain. Adoption of a contemporary risk-based regulatory compliance framework vastly improves an institution’s overall ability to ensure security while delivering improved levels of facilitation.",https://openknowledge.worldbank.org/handle/10986/22683,Trade,Competition and Competition Policy,Bangladesh
123,Toward New Sources of Competitiveness in Bangladesh : Key Insights of the Diagnostic Trade Integration Study,Sanjay Kathuria; Mariem Mazghenni Malouche,Trade,Trade policy,2016,,"The Diagnostic Trade Integration Study identifies the following actions centered around four pillars to sustain and accelerate export growth: (1) breaking into new markets through a) better trade logistics to reduce delivery lags; as world markets become more competitive and newer products demand shorter lead times, to generate new sources of competitiveness and thereby enable market diversification; and b) better exploitation of regional trading opportunities in nearby growing and dynamic markets, especially East and South Asia; (2) breaking into new products through a) more neutral and rational trade policy and taxation and bonded warehouse schemes; b) concerted efforts to spur domestic investment and attract foreign direct investment, to contribute to export promotion and diversification, including by easing the energy and land constraints; and c) strategic development and promotion of services trade; (3) improving worker and consumer welfare by a) improving skills and literacy; b) implementing labor and work safety guidelines; and c) making safety nets more effective in dealing with trade shocks; and (4) building a supportive environment, including a) sustaining sound macroeconomic fundamentals; and b) strengthening the institutional capacity for strategic policy making aimed at the objective of international competitiveness to help bring focus and coherence to the government's reform efforts.",https://openknowledge.worldbank.org/handle/10986/22712,Trade,Trade Outcomes,
124,G20 Inclusive Business Framework,World Bank Group ,Trade,GVCs,2016,,"The book tackles the big questions raised by the realities of 21st century globalization and offers development practitioners a strategic framework, analytical tools, and policy options that promote development through global value chain (GVC) participation. 
It integrates a wide range of measures, concepts, and perspectives from the research community, the private sector, and the public sector. 
GVC participation offers low- and middle-income countries new opportunities for economic and social upgrading, as they no longer have to build the entire supply chain domestically to become competitive internationally.
The critical issues for policymakers are ensuring that GVCs are integrated into the economy as a whole – hiring local firms, transferring knowledge and technology, and enabling workers to add more value to the products produced – and ensuring that they are benefitting society through more and better jobs, better social conditions, and social cohesion.
",https://ifcwcm.ifc.org/wps/wcm/connect/f0784d004a9b1f2ea5f0ed9c54e94b00/Attachment+G+-+G20+Inclusive+Business+Framework_Final.pdf?MOD=AJPERES,Sectors; Trade,Tourism; Connectivity,
